CustomerID,Recency,Frequency,Monetary,Cluster,Segment
12380.0,22,1.6094379124341003,7.910520910634419,0,Loyal Customers
12381.0,5,1.791759469228055,7.520944331624911,0,Loyal Customers
12383.0,185,1.791759469228055,7.523783805985769,0,Loyal Customers
12384.0,29,1.0986122886681098,6.373780434317173,3,At-Risk Customers
12386.0,338,1.0986122886681098,5.998688392197302,1,Inactive Customers
12388.0,16,1.9459101490553132,7.930803150780256,0,Loyal Customers
12390.0,80,0.6931471805599453,6.311444385858925,3,At-Risk Customers
12391.0,22,0.6931471805599453,6.1353267674944725,3,At-Risk Customers
12393.0,72,1.6094379124341003,7.3674560152319755,0,Loyal Customers
12394.0,64,1.0986122886681098,7.149508589545504,0,Loyal Customers
12395.0,19,2.5649493574615367,8.012889586306857,2,VIP Customers
12397.0,36,1.0986122886681098,7.7877554007552545,0,Loyal Customers
12398.0,46,0.6931471805599453,7.4004128587924045,0,Loyal Customers
12399.0,119,1.6094379124341003,7.011799929268738,0,Loyal Customers
12401.0,303,0.6931471805599453,4.446174454497633,1,Inactive Customers
12402.0,323,0.6931471805599453,5.423186348593906,1,Inactive Customers
12403.0,50,0.6931471805599453,6.0607573736039315,3,At-Risk Customers
12405.0,149,0.6931471805599453,7.445061184797548,3,At-Risk Customers
12406.0,22,1.0986122886681098,8.136313373066384,0,Loyal Customers
12407.0,50,1.791759469228055,7.4437338971514055,0,Loyal Customers
12408.0,33,1.791759469228055,7.968856059639959,0,Loyal Customers
12409.0,79,1.3862943611198906,9.312325497408466,0,Loyal Customers
12410.0,309,1.0986122886681098,6.542947351813216,1,Inactive Customers
12412.0,75,1.3862943611198906,7.1130443840624835,0,Loyal Customers
12413.0,67,1.3862943611198906,6.632133521022722,0,Loyal Customers
12414.0,217,1.3862943611198906,6.334007604663525,1,Inactive Customers
12415.0,24,3.091042453358316,11.735393027855736,2,VIP Customers
12417.0,3,2.302585092994046,8.202509843461513,2,VIP Customers
12418.0,113,0.6931471805599453,6.506650650150935,3,At-Risk Customers
12420.0,64,0.6931471805599453,6.3992436425478765,3,At-Risk Customers
12421.0,16,1.6094379124341003,6.694611562246261,0,Loyal Customers
12422.0,96,1.3862943611198906,6.690295544136225,0,Loyal Customers
12423.0,1,2.1972245773362196,7.528498419486568,0,Loyal Customers
12424.0,163,1.0986122886681098,7.474182104762846,0,Loyal Customers
12425.0,78,0.6931471805599453,6.6569835605504535,3,At-Risk Customers
12426.0,195,0.6931471805599453,6.369438547154207,1,Inactive Customers
12427.0,22,1.3862943611198906,6.717562827807613,0,Loyal Customers
12428.0,26,2.302585092994046,8.981865132439246,2,VIP Customers
12429.0,9,1.6094379124341003,8.22988438262624,0,Loyal Customers
12430.0,43,0.6931471805599453,5.5506312951620265,3,At-Risk Customers
12431.0,36,2.772588722239781,8.777778952206313,2,VIP Customers
12432.0,43,1.791759469228055,8.529185001388596,0,Loyal Customers
12433.0,1,2.0794415416798357,9.50128237507538,2,VIP Customers
12434.0,85,1.0986122886681098,6.6934971352559,3,At-Risk Customers
12435.0,80,1.0986122886681098,8.965831447914955,0,Loyal Customers
12436.0,100,0.6931471805599453,6.234430333369278,3,At-Risk Customers
12437.0,2,2.9444389791664403,8.507629605767502,2,VIP Customers
12438.0,14,1.0986122886681098,7.9751692554798295,0,Loyal Customers
12441.0,367,0.6931471805599453,5.162211233551045,1,Inactive Customers
12442.0,3,0.6931471805599453,5.153638355178593,3,At-Risk Customers
12444.0,21,1.791759469228055,8.518484357502437,0,Loyal Customers
12445.0,22,0.6931471805599453,4.900820428089049,3,At-Risk Customers
12446.0,58,0.6931471805599453,6.9110598129904375,3,At-Risk Customers
12447.0,243,0.6931471805599453,6.168543217293113,1,Inactive Customers
12448.0,44,0.6931471805599453,6.110247083097449,3,At-Risk Customers
12449.0,22,1.6094379124341003,8.310978042729836,0,Loyal Customers
12450.0,156,1.0986122886681098,5.292701627762401,3,At-Risk Customers
12451.0,11,1.791759469228055,9.109029423519523,2,VIP Customers
12452.0,17,1.0986122886681098,6.067429722163682,3,At-Risk Customers
12453.0,134,0.6931471805599453,6.562571204258897,3,At-Risk Customers
12454.0,56,0.6931471805599453,8.168866163607964,0,Loyal Customers
12455.0,73,1.9459101490553132,7.81110665732229,0,Loyal Customers
12456.0,44,1.3862943611198906,8.065277779528966,0,Loyal Customers
12457.0,66,2.0794415416798357,7.768207666517555,0,Loyal Customers
12458.0,71,1.0986122886681098,6.854776354191251,0,Loyal Customers
12461.0,94,1.0986122886681098,6.718868216346018,3,At-Risk Customers
12462.0,19,1.0986122886681098,7.082204261557526,0,Loyal Customers
12463.0,53,1.6094379124341003,7.204729049594601,0,Loyal Customers
12464.0,10,2.1972245773362196,7.100893128209941,0,Loyal Customers
12465.0,17,1.0986122886681098,6.610951732080795,3,At-Risk Customers
12468.0,188,1.0986122886681098,6.593783986707386,1,Inactive Customers
12471.0,2,3.4339872044851463,9.894701568567964,2,VIP Customers
12472.0,32,2.0794415416798357,8.790742363252102,2,VIP Customers
12473.0,29,1.791759469228055,8.278821782571185,0,Loyal Customers
12474.0,17,2.9444389791664403,8.906093863622669,2,VIP Customers
12475.0,54,0.6931471805599453,6.585316116572351,3,At-Risk Customers
12476.0,16,2.4849066497880004,8.82723638014411,2,VIP Customers
12477.0,23,1.9459101490553132,9.489542087633343,2,VIP Customers
12478.0,4,0.6931471805599453,6.525014994979364,3,At-Risk Customers
12479.0,11,0.6931471805599453,6.269474999863032,3,At-Risk Customers
12480.0,28,1.6094379124341003,8.096400209353131,0,Loyal Customers
12481.0,23,2.3978952727983707,8.630043190742814,2,VIP Customers
12483.0,17,2.1972245773362196,7.818422226986002,2,VIP Customers
12484.0,33,1.9459101490553132,8.421281230578023,2,VIP Customers
12488.0,10,1.3862943611198906,7.169857970780942,0,Loyal Customers
12489.0,336,0.6931471805599453,5.816902804925467,1,Inactive Customers
12490.0,5,2.3978952727983707,8.597653657970227,2,VIP Customers
12491.0,39,0.6931471805599453,6.134265345739653,3,At-Risk Customers
12492.0,63,1.0986122886681098,5.5767442414854775,3,At-Risk Customers
12493.0,166,1.0986122886681098,6.0747481512447195,1,Inactive Customers
12494.0,16,2.0794415416798357,7.128576134926702,0,Loyal Customers
12497.0,82,0.6931471805599453,6.950910549296065,3,At-Risk Customers
12498.0,21,1.3862943611198906,6.00314605188182,3,At-Risk Customers
12500.0,23,2.4849066497880004,8.356747405587967,2,VIP Customers
12501.0,337,0.6931471805599453,7.682662153888476,1,Inactive Customers
12502.0,96,1.791759469228055,8.222787230875806,0,Loyal Customers
12504.0,18,1.0986122886681098,6.180120167963518,3,At-Risk Customers
12506.0,233,0.6931471805599453,4.310799125385514,1,Inactive Customers
12507.0,134,1.3862943611198906,7.174578816863813,0,Loyal Customers
12508.0,26,1.0986122886681098,5.989637879766574,3,At-Risk Customers
12509.0,284,0.6931471805599453,5.178970608915471,1,Inactive Customers
12510.0,143,1.0986122886681098,6.8911888096735625,0,Loyal Customers
12512.0,66,1.0986122886681098,4.9346897371814515,3,At-Risk Customers
12513.0,113,0.6931471805599453,6.418837907265026,3,At-Risk Customers
12514.0,267,0.6931471805599453,6.926262950537876,1,Inactive Customers
12515.0,353,0.6931471805599453,5.95246380975825,1,Inactive Customers
12516.0,78,1.0986122886681098,7.180115570136106,0,Loyal Customers
12517.0,28,1.791759469228055,7.825580832414862,0,Loyal Customers
12518.0,1,1.791759469228055,7.629436465014086,0,Loyal Customers
12519.0,64,0.6931471805599453,5.83434279133577,3,At-Risk Customers
12520.0,79,1.791759469228055,7.876737127834484,0,Loyal Customers
12521.0,143,0.6931471805599453,6.39806234681208,3,At-Risk Customers
12522.0,39,1.0986122886681098,5.266413817535028,3,At-Risk Customers
12523.0,19,2.4849066497880004,7.490400973937009,2,VIP Customers
12524.0,9,2.1972245773362196,8.408877201532766,2,VIP Customers
12526.0,1,1.3862943611198906,7.183612715167257,0,Loyal Customers
12527.0,82,1.3862943611198906,5.857104239599851,3,At-Risk Customers
12528.0,9,1.9459101490553132,7.567593835498341,0,Loyal Customers
12530.0,60,1.6094379124341003,7.416546835435133,0,Loyal Customers
12531.0,15,0.6931471805599453,4.838026416156094,3,At-Risk Customers
12532.0,30,0.6931471805599453,5.860301775655642,3,At-Risk Customers
12534.0,131,0.6931471805599453,6.9940980992041535,3,At-Risk Customers
12535.0,92,1.0986122886681098,6.575563866544399,3,At-Risk Customers
12536.0,43,1.3862943611198906,9.441676670894656,0,Loyal Customers
12538.0,29,0.6931471805599453,5.899760357897641,3,At-Risk Customers
12539.0,22,1.6094379124341003,8.625033629522884,0,Loyal Customers
12540.0,20,2.8903717578961645,9.503102518971122,2,VIP Customers
12541.0,30,1.3862943611198906,6.889774590946187,0,Loyal Customers
12544.0,36,0.6931471805599453,5.923453336491439,3,At-Risk Customers
12545.0,75,1.0986122886681098,6.9091443138264115,0,Loyal Customers
12546.0,47,1.0986122886681098,7.058328137461511,0,Loyal Customers
12547.0,198,1.0986122886681098,5.341376856008484,1,Inactive Customers
12548.0,166,0.6931471805599453,4.566429357671661,1,Inactive Customers
12550.0,79,0.6931471805599453,6.872987835288763,3,At-Risk Customers
12551.0,358,0.6931471805599453,5.1298987149230735,1,Inactive Customers
12552.0,39,1.0986122886681098,6.084089306213804,3,At-Risk Customers
12553.0,8,2.3978952727983707,8.214270231095687,2,VIP Customers
12556.0,50,1.0986122886681098,6.404749004268278,3,At-Risk Customers
12557.0,16,1.791759469228055,9.391991704219834,2,VIP Customers
12558.0,8,0.6931471805599453,5.601971208509516,3,At-Risk Customers
12559.0,311,1.0986122886681098,6.33276439774036,1,Inactive Customers
12560.0,5,1.3862943611198906,7.666226609492505,0,Loyal Customers
12561.0,303,0.6931471805599453,5.480013727948073,1,Inactive Customers
12562.0,8,2.0794415416798357,8.23820389374878,2,VIP Customers
12564.0,261,0.6931471805599453,6.12665081966305,1,Inactive Customers
12565.0,289,0.6931471805599453,4.989888220951467,1,Inactive Customers
12566.0,86,0.6931471805599453,5.865476063654188,3,At-Risk Customers
12567.0,23,2.3978952727983707,9.148707492038316,2,VIP Customers
12569.0,2,3.4965075614664802,8.324988557507531,2,VIP Customers
12571.0,40,1.0986122886681098,6.255001200981438,3,At-Risk Customers
12572.0,9,1.0986122886681098,6.928949094989139,0,Loyal Customers
12573.0,227,0.6931471805599453,5.08475279001415,1,Inactive Customers
12574.0,316,0.6931471805599453,5.391124416134243,1,Inactive Customers
12576.0,36,1.791759469228055,7.182982612166326,0,Loyal Customers
12577.0,35,1.3862943611198906,6.490419998303485,0,Loyal Customers
12578.0,21,1.0986122886681098,7.935769837637909,0,Loyal Customers
12579.0,78,0.6931471805599453,6.0899968031722285,3,At-Risk Customers
12580.0,247,0.6931471805599453,6.032366538428407,1,Inactive Customers
12581.0,40,0.6931471805599453,5.291846475417725,3,At-Risk Customers
12582.0,239,1.0986122886681098,6.239027502962935,1,Inactive Customers
12583.0,3,2.772588722239781,8.89321301083995,2,VIP Customers
12584.0,4,2.302585092994046,7.757542894498013,2,VIP Customers
12585.0,234,1.0986122886681098,7.621244157199997,1,Inactive Customers
12586.0,17,0.6931471805599453,5.2879639544685455,3,At-Risk Customers
12587.0,8,0.6931471805599453,4.976733742420574,3,At-Risk Customers
12588.0,39,0.6931471805599453,5.3748153375207615,3,At-Risk Customers
12589.0,29,1.0986122886681098,6.473396747218991,3,At-Risk Customers
12590.0,211,1.0986122886681098,9.196774773912752,0,Loyal Customers
12591.0,317,0.6931471805599453,6.117766746972636,1,Inactive Customers
12592.0,92,1.0986122886681098,6.083587835983788,3,At-Risk Customers
12593.0,109,1.3862943611198906,6.038109554931026,3,At-Risk Customers
12594.0,38,2.3978952727983707,8.113492525763553,2,VIP Customers
12596.0,51,1.0986122886681098,6.428541364981557,3,At-Risk Customers
12597.0,19,1.6094379124341003,8.245966975595675,0,Loyal Customers
12598.0,10,2.1972245773362196,8.01436219197595,2,VIP Customers
12599.0,29,2.0794415416798357,6.940783782995926,0,Loyal Customers
12600.0,29,2.3978952727983707,7.863282108506616,2,VIP Customers
12601.0,190,1.791759469228055,6.359677669513258,0,Loyal Customers
12602.0,59,0.6931471805599453,5.037731519757957,3,At-Risk Customers
12603.0,22,0.6931471805599453,6.606920419952056,3,At-Risk Customers
12604.0,79,1.0986122886681098,5.541969178493598,3,At-Risk Customers
12607.0,60,0.6931471805599453,7.3655028587473295,3,At-Risk Customers
12609.0,78,1.3862943611198906,7.0280684444921455,0,Loyal Customers
12610.0,23,1.791759469228055,7.6499497335130995,0,Loyal Customers
12611.0,52,0.6931471805599453,7.085332264745334,3,At-Risk Customers
12612.0,74,0.6931471805599453,6.558254538791405,3,At-Risk Customers
12613.0,57,1.791759469228055,8.115335568501695,0,Loyal Customers
12614.0,278,0.6931471805599453,5.757639147446912,1,Inactive Customers
12615.0,2,1.6094379124341003,7.73726297143202,0,Loyal Customers
12616.0,95,1.0986122886681098,6.571303042160927,3,At-Risk Customers
12617.0,29,0.6931471805599453,5.876418387786464,3,At-Risk Customers
12618.0,22,0.6931471805599453,5.183523608545955,3,At-Risk Customers
12619.0,16,2.302585092994046,8.200354155974704,2,VIP Customers
12620.0,15,1.3862943611198906,7.20073081629489,0,Loyal Customers
12621.0,2,3.044522437723423,9.524469857917655,2,VIP Customers
12622.0,232,0.6931471805599453,5.199049364889368,1,Inactive Customers
12623.0,276,0.6931471805599453,5.723911845951367,1,Inactive Customers
12624.0,106,1.0986122886681098,6.464790775403018,3,At-Risk Customers
12625.0,212,1.0986122886681098,7.895368965589599,0,Loyal Customers
12626.0,23,2.302585092994046,8.798074188898816,2,VIP Customers
12627.0,11,2.0794415416798357,8.407273409191232,2,VIP Customers
12628.0,4,1.3862943611198906,6.668812575758953,0,Loyal Customers
12630.0,10,1.0986122886681098,7.1482513998271635,0,Loyal Customers
12631.0,57,0.6931471805599453,6.463809184055691,3,At-Risk Customers
12633.0,59,1.6094379124341003,7.6801664025186325,0,Loyal Customers
12635.0,90,1.0986122886681098,7.432590311121191,0,Loyal Customers
12637.0,67,2.1972245773362196,8.70332414988414,2,VIP Customers
12638.0,33,0.6931471805599453,6.511284599453549,3,At-Risk Customers
12639.0,239,0.6931471805599453,6.188469440812497,1,Inactive Customers
12640.0,24,1.3862943611198906,7.06951692181073,0,Loyal Customers
12641.0,115,0.6931471805599453,5.230573714461517,3,At-Risk Customers
12642.0,25,1.3862943611198906,6.9219145615400475,0,Loyal Customers
12643.0,128,1.9459101490553132,8.11541328460481,0,Loyal Customers
12644.0,130,0.6931471805599453,6.171512688316606,3,At-Risk Customers
12645.0,34,1.6094379124341003,7.482220269767765,0,Loyal Customers
12646.0,5,1.0986122886681098,7.206355036031724,0,Loyal Customers
12647.0,22,2.5649493574615367,8.222505302105255,2,VIP Customers
12648.0,155,0.6931471805599453,5.765347830314356,3,At-Risk Customers
12649.0,107,1.3862943611198906,6.4369673422476765,0,Loyal Customers
12650.0,3,0.6931471805599453,5.753968489569372,3,At-Risk Customers
12651.0,335,0.6931471805599453,4.74493212836325,1,Inactive Customers
12652.0,331,0.6931471805599453,6.82543832049292,1,Inactive Customers
12653.0,149,1.0986122886681098,7.701132335950876,0,Loyal Customers
12654.0,11,1.791759469228055,6.401884028681278,0,Loyal Customers
12656.0,17,1.791759469228055,8.30700781907883,0,Loyal Customers
12657.0,11,1.6094379124341003,7.4049970586737315,0,Loyal Customers
12658.0,19,0.6931471805599453,6.532407069777784,3,At-Risk Customers
12659.0,30,0.6931471805599453,4.529152699564175,3,At-Risk Customers
12660.0,11,0.6931471805599453,5.50573795739701,3,At-Risk Customers
12662.0,1,2.4849066497880004,8.256031004164345,2,VIP Customers
12664.0,8,2.302585092994046,8.49349048870337,2,VIP Customers
12665.0,325,0.6931471805599453,4.1588830833596715,1,Inactive Customers
12667.0,58,0.6931471805599453,6.431540399799522,3,At-Risk Customers
12668.0,12,1.6094379124341003,8.244898785891763,0,Loyal Customers
12669.0,151,1.3862943611198906,7.917547282845659,0,Loyal Customers
12670.0,10,1.791759469228055,8.005383750527514,0,Loyal Customers
12672.0,330,0.6931471805599453,5.424509391785796,1,Inactive Customers
12673.0,5,1.0986122886681098,6.415947661051908,3,At-Risk Customers
12674.0,39,1.6094379124341003,7.586600674831223,0,Loyal Customers
12676.0,25,1.9459101490553132,7.194729601037682,0,Loyal Customers
12678.0,42,2.5649493574615367,9.777326645314199,2,VIP Customers
12679.0,59,1.6094379124341003,7.015730373647435,0,Loyal Customers
12680.0,1,1.6094379124341003,6.761352837213469,0,Loyal Customers
12681.0,15,3.1354942159291497,9.531593091360708,2,VIP Customers
12682.0,4,3.4657359027997265,9.416477734313304,2,VIP Customers
12683.0,4,2.772588722239781,9.045179131116987,2,VIP Customers
12684.0,8,2.0794415416798357,7.733959364615189,0,Loyal Customers
12685.0,28,1.9459101490553132,7.960002460651312,0,Loyal Customers
12686.0,372,0.6931471805599453,4.501364017262502,1,Inactive Customers
12688.0,114,0.6931471805599453,8.491836408313453,0,Loyal Customers
12689.0,26,1.0986122886681098,7.1297862115656185,0,Loyal Customers
12690.0,206,0.6931471805599453,5.966172379820607,1,Inactive Customers
12691.0,28,1.9459101490553132,6.94389432559801,0,Loyal Customers
12693.0,127,1.6094379124341003,6.753332895580138,0,Loyal Customers
12694.0,70,1.0986122886681098,6.769263030204804,0,Loyal Customers
12695.0,7,1.6094379124341003,6.368358698228111,0,Loyal Customers
12697.0,29,1.3862943611198906,6.865463454791294,0,Loyal Customers
12700.0,8,1.6094379124341003,8.505320994961897,0,Loyal Customers
12701.0,80,1.0986122886681098,6.682997926190526,3,At-Risk Customers
12702.0,20,0.6931471805599453,5.393627546352362,3,At-Risk Customers
12703.0,71,0.6931471805599453,5.650908985049133,3,At-Risk Customers
12704.0,7,2.1972245773362196,7.758692224146705,2,VIP Customers
12705.0,15,2.302585092994046,8.834816031986259,2,VIP Customers
12707.0,292,0.6931471805599453,6.404269320519532,1,Inactive Customers
12708.0,30,2.3978952727983707,7.906145678459555,2,VIP Customers
12709.0,15,2.772588722239781,9.18374174409217,2,VIP Customers
12710.0,97,1.3862943611198906,7.047534612510416,0,Loyal Customers
12712.0,29,2.6390573296152584,8.388707334356674,2,VIP Customers
12713.0,1,0.6931471805599453,6.744706797531768,3,At-Risk Customers
12714.0,9,1.791759469228055,8.45741346257719,0,Loyal Customers
12715.0,106,0.6931471805599453,5.871723345495433,3,At-Risk Customers
12716.0,4,1.0986122886681098,6.960812516706486,0,Loyal Customers
12717.0,151,1.0986122886681098,6.939234566008755,0,Loyal Customers
12718.0,71,0.6931471805599453,5.477509030333064,3,At-Risk Customers
12719.0,5,1.0986122886681098,6.47072210140631,3,At-Risk Customers
12720.0,3,3.258096538021482,8.662631168498326,2,VIP Customers
12721.0,32,1.9459101490553132,7.885001871924596,0,Loyal Customers
12722.0,85,1.6094379124341003,6.906384339674138,0,Loyal Customers
12723.0,4,1.791759469228055,6.587646428909591,0,Loyal Customers
12724.0,5,1.6094379124341003,6.9396511539657,0,Loyal Customers
12725.0,371,0.6931471805599453,6.060990609756592,1,Inactive Customers
12726.0,28,2.0794415416798357,7.867143813759015,0,Loyal Customers
12727.0,11,2.0794415416798357,8.2894641427604,2,VIP Customers
12728.0,71,1.6094379124341003,6.7302182580203365,0,Loyal Customers
12729.0,114,0.6931471805599453,6.118119224230488,3,At-Risk Customers
12731.0,24,2.5649493574615367,9.846753695617958,2,VIP Customers
12732.0,180,0.6931471805599453,5.469156586232957,1,Inactive Customers
12733.0,234,0.6931471805599453,5.953113455724059,1,Inactive Customers
12734.0,353,0.6931471805599453,4.713127327493184,1,Inactive Customers
12735.0,315,1.0986122886681098,6.660024422032584,1,Inactive Customers
12736.0,333,0.6931471805599453,5.459585514144159,1,Inactive Customers
12738.0,372,0.6931471805599453,5.05209708390385,1,Inactive Customers
12739.0,78,1.0986122886681098,6.921697631104842,0,Loyal Customers
12740.0,64,0.6931471805599453,6.060524083039477,3,At-Risk Customers
12743.0,134,1.0986122886681098,6.305234599635373,3,At-Risk Customers
12744.0,52,2.0794415416798357,9.965536571182271,2,VIP Customers
12747.0,2,2.4849066497880004,8.342127645985029,2,VIP Customers
12748.0,1,5.3471075307174685,10.425868060754532,2,VIP Customers
12749.0,4,1.791759469228055,8.316759801128319,0,Loyal Customers
12750.0,129,0.6931471805599453,5.623584199327089,3,At-Risk Customers
12752.0,81,0.6931471805599453,8.38201014985595,0,Loyal Customers
12753.0,23,1.9459101490553132,9.972565287088774,2,VIP Customers
12754.0,236,1.3862943611198906,8.010273263812737,0,Loyal Customers
12755.0,281,1.0986122886681098,8.246158446737232,1,Inactive Customers
12756.0,87,0.6931471805599453,4.72809553282539,3,At-Risk Customers
12757.0,16,2.6390573296152584,8.969300125921881,2,VIP Customers
12758.0,117,1.0986122886681098,7.934724759609325,0,Loyal Customers
12759.0,52,1.3862943611198906,7.334616515331031,0,Loyal Customers
12762.0,8,1.0986122886681098,7.549356501658852,0,Loyal Customers
12763.0,138,1.0986122886681098,6.204719365671822,3,At-Risk Customers
12764.0,317,0.6931471805599453,7.435367220848186,1,Inactive Customers
12766.0,4,2.0794415416798357,8.852325959921869,2,VIP Customers
12769.0,239,0.6931471805599453,7.042810509975002,1,Inactive Customers
12770.0,211,0.6931471805599453,7.209673041460572,1,Inactive Customers
12772.0,60,0.6931471805599453,6.795112758210396,3,At-Risk Customers
12775.0,17,1.791759469228055,7.23492725912033,0,Loyal Customers
12778.0,20,1.9459101490553132,6.713235627004493,0,Loyal Customers
12779.0,38,2.1972245773362196,8.289629887368429,2,VIP Customers
12781.0,64,1.0986122886681098,6.718699095412067,3,At-Risk Customers
12782.0,5,1.791759469228055,7.754447241564618,0,Loyal Customers
12783.0,2,1.9459101490553132,7.708370253328926,0,Loyal Customers
12784.0,9,1.0986122886681098,6.355100208942306,3,At-Risk Customers
12785.0,364,0.6931471805599453,5.74604343337071,1,Inactive Customers
12787.0,10,1.3862943611198906,6.141305955347142,3,At-Risk Customers
12789.0,65,0.6931471805599453,4.530985287798715,3,At-Risk Customers
12790.0,192,0.6931471805599453,5.786651952478496,1,Inactive Customers
12791.0,374,0.6931471805599453,5.265794174842477,1,Inactive Customers
12792.0,257,0.6931471805599453,5.995307154825432,1,Inactive Customers
12793.0,335,1.0986122886681098,6.303497710423594,1,Inactive Customers
12794.0,53,1.0986122886681098,6.758570581561217,0,Loyal Customers
12795.0,19,0.6931471805599453,6.067221159507229,3,At-Risk Customers
12797.0,366,0.6931471805599453,5.541381185297377,1,Inactive Customers
12798.0,10,1.3862943611198906,8.85052335403181,0,Loyal Customers
12802.0,187,0.6931471805599453,6.060477418394936,1,Inactive Customers
12808.0,37,1.3862943611198906,6.183426980938617,3,At-Risk Customers
12809.0,178,0.6931471805599453,6.1950378441253156,1,Inactive Customers
12811.0,261,1.3862943611198906,6.245816025546385,1,Inactive Customers
12812.0,45,0.6931471805599453,5.440858053330147,3,At-Risk Customers
12814.0,102,0.6931471805599453,4.843556966714995,3,At-Risk Customers
12815.0,148,1.0986122886681098,6.970222907300612,0,Loyal Customers
12816.0,96,1.0986122886681098,6.351234695954017,3,At-Risk Customers
12817.0,281,0.6931471805599453,5.118233304694274,1,Inactive Customers
12818.0,262,0.6931471805599453,7.341535698070348,1,Inactive Customers
12820.0,3,1.6094379124341003,6.849426769082011,0,Loyal Customers
12821.0,214,0.6931471805599453,4.540311613639595,1,Inactive Customers
12822.0,71,1.0986122886681098,6.856335660826602,0,Loyal Customers
12823.0,75,1.791759469228055,7.473353138595107,0,Loyal Customers
12824.0,60,0.6931471805599453,5.986753467377863,3,At-Risk Customers
12826.0,3,2.0794415416798357,7.296901285267718,0,Loyal Customers
12827.0,6,1.3862943611198906,6.066456057398334,3,At-Risk Customers
12828.0,3,1.9459101490553132,6.927273552128017,0,Loyal Customers
12829.0,337,1.0986122886681098,5.683579767338681,1,Inactive Customers
12830.0,38,1.9459101490553132,8.826975250212882,2,VIP Customers
12831.0,262,0.6931471805599453,5.3755098623779425,1,Inactive Customers
12832.0,32,1.0986122886681098,5.950720674536128,3,At-Risk Customers
12833.0,145,0.6931471805599453,6.0363901104609745,3,At-Risk Customers
12834.0,283,0.6931471805599453,5.7474165116762626,1,Inactive Customers
12836.0,59,1.6094379124341003,7.868583334984023,0,Loyal Customers
12837.0,173,0.6931471805599453,4.906015244966153,1,Inactive Customers
12838.0,34,1.0986122886681098,6.528147958043258,3,At-Risk Customers
12839.0,3,2.70805020110221,8.629167388389371,2,VIP Customers
12840.0,144,1.6094379124341003,7.911239704558553,0,Loyal Customers
12841.0,5,3.258096538021482,8.299870167916959,2,VIP Customers
12842.0,70,1.0986122886681098,7.0210750356778515,0,Loyal Customers
12843.0,66,2.1972245773362196,7.440299340765267,0,Loyal Customers
12844.0,29,1.0986122886681098,5.789837839256022,3,At-Risk Customers
12845.0,267,1.6094379124341003,5.8723712784711255,1,Inactive Customers
12847.0,22,0.6931471805599453,6.771408498297926,3,At-Risk Customers
12849.0,31,1.0986122886681098,6.958343825092948,0,Loyal Customers
12851.0,97,0.6931471805599453,4.9139775400548205,3,At-Risk Customers
12852.0,295,0.6931471805599453,5.744764456377822,1,Inactive Customers
12853.0,135,1.9459101490553132,7.579729894309281,0,Loyal Customers
12854.0,79,1.3862943611198906,7.18954502572908,0,Loyal Customers
12855.0,373,0.6931471805599453,3.66612246699132,1,Inactive Customers
12856.0,8,1.9459101490553132,7.687506670317465,0,Loyal Customers
12857.0,211,1.0986122886681098,7.009770204388867,1,Inactive Customers
12863.0,52,0.6931471805599453,6.258050656265029,3,At-Risk Customers
12864.0,138,0.6931471805599453,4.998022756045412,3,At-Risk Customers
12865.0,26,1.0986122886681098,7.358340332174572,0,Loyal Customers
